,label
2998,1
2999,0
3000,0
3001,0
3002,0
3003,1
3004,1
3005,0
3006,1
3007,1
3008,1
3009,1
3010,0
3011,1
3012,0
3013,0
3014,1
3015,1
3016,1
3017,1
3018,1
3019,1
3020,1
3021,1
3022,1
3023,1
3024,0
3025,1
3026,1
3027,1
3028,0
3029,0
3030,1
3031,0
3032,1
3033,0
3034,0
3035,1
3036,1
3037,1
3038,1
3039,1
3040,1
3041,0
3042,1
3043,1
3044,1
3045,0
3046,1
3047,1
3048,1
3049,0
3050,1
3051,1
3052,1
3053,0
3054,0
3055,1
3056,0
3057,0
3058,1
3059,1
3060,0
3061,0
3062,1
3063,0
3064,1
3065,1
3066,1
3067,1
3068,1
3069,1
3070,1
3071,0
3072,1
3073,1
3074,1
3075,0
3076,1
3077,1
3078,1
3079,1
3080,1
3081,1
3082,1
3083,0
3084,1
3085,1
3086,0
3087,1
3088,1
3089,0
3090,1
3091,0
3092,1
3093,0
3094,0
3095,0
3096,0
3097,1
3098,0
3099,1
3100,0
3101,0
3102,0
3103,1
3104,1
3105,0
3106,1
3107,1
3108,0
3109,1
3110,0
3111,1
3112,1
3113,1
3114,0
3115,0
3116,0
3117,1
3118,1
3119,1
3120,1
3121,1
3122,0
3123,0
3124,1
3125,1
3126,1
3127,0
3128,0
3129,0
3130,0
3131,1
3132,1
3133,1
3134,1
3135,1
3136,1
3137,0
3138,1
3139,0
3140,0
3141,1
3142,1
3143,1
3144,1
3145,0
3146,1
3147,0
3148,1
3149,1
3150,1
3151,1
3152,1
3153,0
3154,0
3155,0
3156,0
3157,1
3158,1
3159,1
3160,1
3161,1
3162,1
3163,0
3164,1
3165,1
3166,1
3167,0
3168,0
3169,1
3170,1
3171,0
3172,1
3173,1
3174,0
3175,1
3176,1
3177,0
3178,1
3179,0
3180,0
3181,1
3182,0
3183,0
3184,1
3185,1
3186,0
3187,1
3188,1
3189,0
3190,0
3191,0
3192,1
3193,1
3194,0
3195,1
3196,0
3197,0
3198,0
3199,0
3200,1
3201,0
3202,0
3203,1
3204,1
3205,1
3206,1
3207,1
3208,0
3209,1
3210,1
3211,1
3212,0
3213,1
3214,1
3215,1
3216,0
3217,1
3218,1
3219,1
3220,1
3221,1
3222,1
3223,0
3224,1
3225,1
3226,0
3227,0
3228,1
3229,1
3230,1
3231,0
3232,1
3233,0
3234,1
3235,0
3236,1
3237,0
3238,0
3239,0
3240,1
3241,0
3242,1
3243,1
3244,0
3245,1
3246,0
3247,0
3248,1
3249,0
3250,1
3251,1
3252,1
3253,1
3254,1
3255,1
3256,0
3257,0
3258,1
3259,0
3260,1
3261,0
3262,1
3263,0
3264,0
3265,1
3266,0
3267,1
3268,1
3269,1
3270,1
3271,1
3272,1
3273,1
3274,1
3275,1
3276,0
3277,0
3278,1
3279,1
3280,0
3281,0
3282,0
3283,0
3284,0
3285,1
3286,1
3287,1
3288,0
3289,1
3290,0
3291,1
3292,0
3293,1
3294,1
3295,0
3296,0
3297,1
3298,1
3299,0
3300,1
3301,1
3302,1
3303,1
3304,0
3305,1
3306,0
3307,0
3308,1
3309,0
3310,0
3311,0
3312,1
3313,1
3314,1
3315,1
3316,1
3317,1
3318,1
3319,0
3320,0
3321,1
3322,1
3323,1
3324,0
3325,0
3326,1
3327,1
3328,0
3329,1
3330,0
3331,1
3332,0
3333,0
3334,0
3335,0
3336,1
3337,0
3338,1
3339,1
3340,1
3341,1
3342,0
3343,0
3344,0
3345,1
3346,1
3347,1
3348,0
3349,1
3350,0
3351,1
3352,0
3353,0
3354,1
3355,0
3356,1
3357,1
3358,1
3359,1
3360,1
3361,0
3362,1
3363,1
3364,1
3365,1
3366,1
3367,1
3368,1
3369,0
3370,1
3371,1
3372,1
3373,1
3374,1
3375,0
3376,0
3377,1
3378,1
3379,0
3380,1
3381,1
3382,0
3383,1
3384,1
3385,1
3386,0
3387,1
3388,1
3389,1
3390,1
3391,0
3392,1
3393,1
3394,0
3395,0
3396,0
3397,1
3398,0
3399,1
3400,1
3401,1
3402,1
3403,0
3404,1
3405,1
3406,1
3407,1
3408,1
3409,1
3410,0
3411,1
3412,0
3413,0
3414,0
3415,1
3416,0
3417,1
3418,1
3419,1
3420,1
3421,0
3422,1
3423,1
3424,0
3425,1
3426,1
3427,0
3428,0
3429,1
3430,1
3431,0
3432,1
3433,1
3434,0
3435,1
3436,1
3437,0
3438,0
3439,0
3440,1
3441,0
3442,0
3443,1
3444,0
3445,1
3446,1
3447,0
3448,0
3449,1
3450,1
3451,1
3452,0
3453,1
3454,0
3455,1
3456,1
3457,1
3458,1
3459,1
3460,1
3461,0
3462,0
3463,1
3464,0
3465,0
3466,1
3467,1
3468,1
3469,1
3470,1
3471,0
3472,1
3473,0
3474,1
3475,0
3476,1
3477,1
3478,1
3479,1
3480,0
3481,0
3482,0
3483,0
3484,1
3485,1
3486,0
3487,0
3488,0
3489,0
3490,1
3491,0
3492,1
3493,1
3494,0
3495,0
3496,0
3497,1
3498,0
3499,1
3500,1
3501,0
3502,1
3503,0
3504,0
3505,0
3506,0
3507,0
3508,1
3509,1
3510,0
3511,0
3512,0
3513,1
3514,0
3515,1
3516,1
3517,1
3518,0
3519,0
3520,0
3521,0
3522,1
3523,0
3524,0
3525,0
3526,1
3527,1
3528,1
3529,0
3530,0
3531,0
3532,0
3533,0
3534,0
3535,1
3536,0
3537,1
3538,1
3539,1
3540,0
3541,1
3542,1
3543,1
3544,1
3545,1
3546,1
3547,1
3548,0
3549,0
3550,0
3551,1
3552,1
3553,1
3554,1
3555,1
3556,0
3557,0
3558,0
3559,1
3560,0
3561,1
3562,1
3563,1
3564,0
3565,1
3566,0
3567,0
3568,0
3569,0
3570,1
3571,1
3572,0
3573,1
3574,1
3575,1
3576,0
3577,0
3578,1
3579,0
3580,1
3581,0
3582,1
3583,1
3584,1
3585,1
3586,0
3587,1
3588,0
3589,1
3590,1
3591,1
3592,1
3593,1
3594,1
3595,1
3596,1
3597,1
3598,1
3599,1
3600,1
3601,0
3602,1
3603,0
3604,1
3605,0
3606,1
3607,1
3608,1
3609,0
3610,1
3611,1
3612,1
3613,1
3614,0
3615,1
3616,1
3617,1
3618,0
3619,1
3620,1
3621,0
3622,1
3623,1
3624,1
3625,0
3626,0
3627,1
3628,1
3629,0
3630,0
3631,1
3632,1
3633,1
3634,0
3635,1
3636,1
3637,0
3638,0
3639,1
3640,0
3641,0
3642,0
3643,1
3644,1
3645,1
3646,0
3647,0
3648,1
3649,1
3650,1
3651,1
3652,0
3653,0
3654,0
3655,1
3656,1
3657,0
3658,0
3659,0
3660,0
3661,0
3662,1
3663,1
3664,0
3665,1
3666,1
3667,1
3668,1
3669,1
3670,0
3671,1
3672,1
3673,0
3674,1
3675,1
3676,0
3677,0
3678,1
3679,0
3680,0
3681,1
3682,0
3683,1
3684,1
3685,1
3686,1
3687,1
3688,0
3689,1
3690,1
3691,1
3692,1
3693,1
3694,0
3695,1
3696,0
3697,0
3698,1
3699,1
3700,1
3701,1
3702,1
3703,1
3704,1
3705,1
3706,0
3707,1
3708,0
3709,1
3710,0
3711,1
3712,0
3713,0
3714,1
3715,0
3716,0
3717,1
3718,1
3719,1
3720,0
3721,0
3722,1
3723,1
3724,0
3725,1
3726,0
3727,1
3728,1
3729,1
3730,0
3731,0
3732,1
3733,1
3734,1
3735,1
3736,1
3737,1
3738,1
3739,0
3740,1
3741,0
3742,1
3743,0
3744,1
3745,0
3746,1
3747,0
3748,0
3749,0
3750,0
3751,1
3752,0
3753,0
3754,1
3755,1
3756,1
3757,1
3758,0
3759,1
3760,1
3761,0
3762,0
3763,0
3764,1
3765,1
3766,1
3767,0
3768,1
3769,1
3770,1
3771,1
3772,0
3773,0
3774,1
3775,0
3776,0
3777,0
3778,0
3779,0
3780,1
3781,0
3782,1
3783,0
3784,1
3785,0
3786,1
3787,0
3788,1
3789,1
3790,0
3791,1
3792,1
3793,1
3794,1
3795,1
3796,0
3797,1
3798,1
3799,0
3800,1
3801,1
3802,1
3803,1
3804,0
3805,0
3806,1
3807,0
3808,1
3809,1
3810,1
3811,1
3812,1
3813,0
3814,1
3815,0
3816,0
3817,1
3818,0
3819,1
3820,1
3821,1
3822,0
3823,0
3824,0
3825,1
3826,0
3827,1
3828,1
3829,1
3830,0
3831,0
3832,0
3833,1
3834,1
3835,1
3836,0
3837,1
3838,1
3839,1
3840,1
3841,0
3842,1
3843,0
3844,0
3845,0
3846,0
3847,0
3848,0
3849,0
3850,0
3851,1
3852,1
3853,1
3854,0
3855,1
3856,0
3857,0
3858,0
3859,0
3860,1
3861,0
3862,0
3863,1
3864,0
3865,1
3866,0
3867,1
3868,1
3869,1
3870,1
3871,0
3872,1
3873,1
3874,0
3875,0
3876,1
3877,1
3878,1
3879,1
3880,1
3881,0
3882,0
3883,1
3884,0
3885,0
3886,1
3887,1
3888,1
3889,1
3890,1
3891,1
3892,1
3893,1
3894,1
3895,0
3896,1
3897,0
3898,1
3899,0
3900,1
3901,1
3902,0
3903,0
3904,0
3905,1
3906,0
3907,1
3908,1
3909,1
3910,1
3911,1
3912,0
3913,1
3914,0
3915,1
3916,0
3917,0
3918,0
3919,0
3920,1
3921,1
3922,0
3923,0
3924,1
3925,1
3926,0
3927,1
3928,1
3929,1
3930,0
3931,0
3932,1
3933,1
3934,0
3935,1
3936,0
3937,1
3938,0
3939,0
3940,1
3941,0
3942,1
3943,0
3944,1
3945,1
3946,0
3947,0
3948,1
3949,0
3950,0
3951,1
3952,1
3953,1
3954,0
3955,0
3956,0
3957,1
3958,0
3959,0
3960,0
3961,0
3962,0
3963,1
3964,1
3965,0
3966,1
3967,0
3968,1
3969,0
3970,1
3971,1
3972,1
3973,1
3974,1
3975,0
3976,0
3977,0
3978,0
3979,0
3980,0
3981,1
3982,1
3983,1
3984,1
3985,0
3986,1
3987,0
3988,0
3989,0
3990,1
3991,0
3992,0
3993,1
3994,0
3995,0
3996,0
3997,0
3998,0
3999,1
4000,1
4001,1
4002,1
4003,0
4004,0
4005,1
4006,1
4007,0
4008,0
4009,1
4010,0
4011,0
4012,0
4013,1
4014,1
4015,0
4016,0
4017,1
4018,0
4019,1
4020,1
4021,1
4022,0
4023,1
4024,0
4025,0
4026,1
4027,1
4028,1
4029,0
4030,1
4031,1
4032,0
4033,1
4034,0
4035,0
4036,1
4037,1
4038,0
4039,1
4040,1
4041,1
4042,0
4043,0
4044,1
4045,1
4046,1
4047,1
4048,1
4049,1
4050,0
4051,0
4052,0
4053,0
4054,1
4055,1
4056,0
4057,0
4058,1
4059,1
4060,0
4061,1
4062,0
4063,1
4064,1
4065,0
4066,1
4067,1
4068,0
4069,0
4070,1
4071,0
4072,1
4073,0
4074,1
4075,1
4076,1
4077,1
4078,1
4079,0
4080,0
4081,1
4082,1
4083,0
4084,1
4085,1
4086,1
4087,1
4088,1
4089,0
4090,1
4091,1
4092,0
4093,1
4094,0
4095,1
4096,1
4097,1
4098,0
4099,0
4100,1
4101,1
4102,0
4103,1
4104,0
4105,1
4106,0
4107,1
4108,1
4109,1
4110,0
4111,0
4112,1
4113,0
4114,1
4115,0
4116,0
4117,1
4118,1
4119,1
4120,0
4121,1
4122,1
4123,1
4124,1
4125,1
4126,1
4127,1
4128,1
4129,1
4130,0
4131,1
4132,0
4133,1
4134,1
4135,1
4136,1
4137,0
4138,1
4139,0
4140,1
4141,1
4142,0
4143,1
4144,1
4145,1
4146,1
4147,0
4148,0
4149,1
4150,0
4151,0
4152,0
4153,1
4154,1
4155,1
4156,1
4157,1
4158,1
4159,1
4160,0
4161,1
4162,1
4163,1
4164,1
4165,1
4166,1
4167,0
4168,1
4169,1
4170,0
4171,1
4172,1
4173,1
4174,1
4175,1
4176,1
4177,1
4178,1
4179,0
4180,0
4181,1
4182,1
4183,0
4184,1
4185,1
4186,0
4187,1
4188,0
4189,1
4190,0
4191,1
4192,1
4193,0
4194,1
4195,0
4196,0
4197,0
4198,1
4199,1
4200,1
4201,1
4202,0
4203,0
4204,1
4205,1
4206,0
4207,1
4208,0
4209,0
4210,1
4211,1
4212,0
4213,1
4214,1
4215,0
4216,1
4217,1
4218,1
4219,0
4220,1
4221,0
4222,0
4223,1
4224,1
4225,1
4226,1
4227,1
4228,0
4229,0
4230,1
4231,1
4232,1
4233,0
4234,1
4235,1
4236,0
4237,0
4238,1
4239,0
4240,1
4241,1
4242,1
4243,1
4244,1
4245,0
4246,0
4247,1
4248,0
4249,1
4250,1
4251,0
4252,1
4253,0
4254,1
4255,0
4256,1
4257,1
4258,0
4259,0
4260,1
4261,0
4262,0
4263,1
4264,1
4265,0
4266,1
4267,0
4268,0
4269,0
4270,0
4271,1
4272,1
4273,0
4274,1
4275,1
4276,0
4277,1
4278,1
4279,1
4280,1
4281,1
4282,1
4283,1
4284,1
4285,0
4286,0
4287,0
4288,1
4289,1
4290,1
4291,1
4292,1
4293,0
4294,0
4295,1
4296,1
4297,0
4298,0
4299,1
4300,1
4301,1
4302,1
4303,0
4304,1
4305,0
4306,1
4307,1
4308,1
4309,0
4310,1
4311,0
4312,1
4313,1
4314,1
4315,1
4316,1
4317,1
4318,1
4319,1
4320,1
4321,0
4322,0
4323,1
4324,1
4325,0
4326,1
4327,1
4328,0
4329,1
4330,1
4331,0
4332,0
4333,0
4334,1
4335,1
4336,0
4337,0
4338,1
4339,1
4340,0
4341,0
4342,1
4343,1
4344,1
4345,0
4346,1
4347,0
4348,1
4349,1
4350,0
4351,1
4352,0
4353,0
4354,1
4355,1
4356,0
4357,1
4358,0
4359,1
4360,1
4361,0
4362,0
4363,1
4364,0
4365,0
4366,1
4367,0
4368,0
4369,0
4370,1
4371,0
4372,0
4373,0
4374,1
4375,0
4376,1
4377,0
4378,0
4379,1
4380,0
4381,0
4382,1
4383,0
4384,1
4385,1
4386,1
4387,1
4388,1
4389,1
4390,1
4391,0
4392,1
4393,1
4394,1
4395,0
4396,1
4397,1
4398,1
4399,1
4400,1
4401,1
4402,0
4403,0
4404,1
4405,1
4406,1
4407,1
4408,1
4409,1
4410,1
4411,0
4412,1
4413,0
4414,0
4415,0
4416,1
4417,0
4418,1
4419,0
4420,0
4421,1
4422,1
4423,1
4424,0
4425,1
4426,0
4427,0
4428,0
4429,1
4430,1
4431,1
4432,0
4433,1
4434,1
4435,1
4436,0
4437,0
4438,0
4439,1
4440,1
4441,0
4442,1
4443,0
4444,1
4445,0
4446,0
4447,0
4448,0
4449,1
4450,0
4451,1
4452,0
4453,1
4454,0
4455,0
4456,1
4457,0
4458,0
4459,1
4460,1
4461,1
4462,0
4463,1
4464,1
4465,0
4466,0
4467,0
4468,1
4469,0
4470,1
4471,1
4472,1
4473,1
4474,1
4475,0
4476,0
4477,1
4478,1
4479,0
4480,0
4481,0
4482,0
4483,1
4484,1
4485,1
4486,1
4487,0
4488,1
4489,0
4490,1
4491,1
4492,0
4493,0
4494,1
4495,1
4496,0
4497,0
4498,0
4499,1
4500,1
4501,1
4502,0
4503,0
4504,0
4505,1
4506,1
4507,1
4508,1
4509,0
4510,0
4511,0
4512,0
4513,1
4514,1
4515,1
4516,1
4517,0
4518,0
4519,0
4520,0
4521,1
4522,1
4523,1
4524,0
4525,1
4526,0
4527,1
4528,1
4529,0
4530,0
4531,1
4532,0
4533,1
4534,1
4535,1
4536,1
4537,1
4538,1
4539,0
4540,0
4541,0
4542,1
4543,1
4544,1
4545,1
4546,0
4547,0
4548,0
4549,0
4550,0
4551,1
4552,1
4553,1
4554,1
4555,0
4556,1
4557,0
4558,1
4559,0
4560,0
4561,0
4562,1
4563,1
4564,1
4565,1
4566,1
4567,0
4568,1
4569,0
4570,1
4571,1
4572,1
4573,1
4574,0
4575,0
4576,0
4577,1
4578,1
4579,0
4580,1
4581,1
4582,0
4583,0
4584,1
4585,0
4586,1
4587,0
4588,0
4589,1
4590,1
4591,1
4592,0
4593,1
4594,0
4595,1
4596,0
4597,0
4598,1
4599,0
4600,0
4601,1
4602,0
4603,0
4604,1
4605,0
4606,1
4607,0
4608,0
4609,1
4610,0
4611,1
4612,1
4613,0
4614,0
4615,0
4616,1
4617,0
4618,1
4619,0
4620,0
4621,1
4622,0
4623,0
4624,1
4625,1
4626,0
4627,1
4628,1
4629,0
4630,1
4631,1
4632,0
4633,0
4634,1
4635,1
4636,1
4637,1
4638,1
4639,1
4640,0
4641,1
4642,1
4643,1
4644,0
4645,0
4646,1
4647,0
4648,0
4649,1
4650,1
4651,1
4652,1
4653,1
4654,0
4655,0
4656,0
4657,1
4658,1
4659,0
4660,0
4661,1
4662,1
4663,1
4664,0
4665,0
4666,0
4667,0
4668,1
4669,0
4670,0
4671,0
4672,0
4673,0
4674,1
4675,1
4676,1
4677,1
4678,1
4679,1
4680,1
4681,1
4682,1
4683,1
4684,0
4685,0
4686,1
4687,1
4688,1
4689,1
4690,0
4691,1
4692,1
4693,0
4694,1
4695,0
4696,1
4697,1
4698,0
4699,0
4700,0
4701,1
4702,0
4703,0
4704,0
4705,1
4706,1
4707,1
4708,1
4709,0
4710,1
4711,0
4712,1
4713,1
4714,1
4715,1
4716,0
4717,1
4718,0
4719,0
4720,0
4721,1
4722,0
4723,1
4724,1
4725,0
4726,0
4727,1
4728,0
4729,0
4730,0
4731,1
4732,1
4733,1
4734,0
4735,0
4736,1
4737,1
4738,0
4739,1
4740,1
4741,0
4742,1
4743,1
4744,0
4745,1
4746,1
4747,1
4748,0
4749,1
4750,1
4751,1
4752,1
4753,1
4754,1
4755,0
4756,1
4757,0
4758,0
4759,0
4760,0
4761,1
4762,1
4763,1
4764,1
4765,0
4766,1
4767,1
4768,0
4769,1
4770,1
4771,0
4772,1
4773,1
4774,1
4775,0
4776,1
4777,1
4778,0
4779,0
4780,1
4781,1
4782,1
4783,0
4784,1
4785,1
4786,1
4787,0
4788,1
4789,0
4790,1
4791,0
4792,1
4793,0
4794,1
4795,0
4796,0
4797,1
4798,1
4799,1
4800,1
4801,1
4802,1
4803,1
4804,0
4805,0
4806,0
4807,0
4808,1
4809,1
4810,1
4811,1
4812,1
4813,1
4814,1
4815,0
4816,0
4817,1
4818,1
4819,1
4820,0
4821,1
4822,0
4823,1
4824,1
4825,1
4826,0
4827,0
4828,1
4829,1
4830,0
4831,1
4832,1
4833,0
4834,0
4835,0
4836,0
4837,1
4838,1
4839,1
4840,1
4841,1
4842,0
4843,0
4844,1
4845,1
4846,1
4847,1
4848,0
4849,1
4850,0
4851,1
4852,1
4853,0
4854,1
4855,1
4856,1
4857,1
4858,1
4859,1
4860,1
4861,0
4862,0
4863,1
4864,0
4865,0
4866,0
4867,0
4868,1
4869,0
4870,0
4871,0
4872,1
4873,0
4874,0
4875,1
4876,0
4877,0
4878,1
4879,1
4880,1
4881,1
4882,0
4883,0
4884,1
4885,1
4886,1
4887,1
4888,1
4889,0
4890,0
4891,1
4892,0
4893,0
4894,0
4895,0
4896,1
4897,0
4898,0
4899,1
4900,1
4901,1
4902,0
4903,1
4904,1
4905,0
4906,0
4907,1
4908,0
4909,0
4910,1
4911,1
4912,1
4913,1
4914,1
4915,0
4916,1
4917,1
4918,1
4919,0
4920,0
4921,1
4922,0
4923,1
4924,0
4925,1
4926,1
4927,0
4928,0
4929,1
4930,1
4931,0
4932,1
4933,1
4934,1
4935,1
4936,1
4937,1
4938,0
4939,0
4940,1
4941,0
4942,1
4943,1
4944,0
4945,0
4946,0
4947,1
4948,0
4949,1
4950,0
4951,1
4952,0
4953,1
4954,1
4955,1
4956,1
4957,1
4958,0
4959,1
4960,0
4961,0
4962,1
4963,1
4964,0
4965,1
4966,0
4967,0
4968,1
4969,1
4970,0
4971,1
4972,0
4973,1
4974,1
4975,0
4976,0
4977,0
4978,0
4979,1
4980,1
4981,0
4982,0
4983,0
4984,0
4985,1
4986,1
4987,0
4988,0
4989,1
4990,0
4991,1
4992,1
4993,0
4994,1
4995,0
4996,1
4997,1
4998,1
4999,0
5000,0
5001,1
5002,1
5003,1
5004,1
5005,1
5006,1
5007,1
5008,0
5009,0
5010,0
5011,0
5012,1
5013,0
5014,1
5015,1
5016,0
5017,0
5018,1
5019,0
5020,1
5021,0
5022,1
5023,0
5024,1
5025,0
5026,1
5027,1
5028,0
5029,1
5030,0
5031,0
5032,0
5033,0
5034,1
5035,1
5036,1
5037,0
5038,1
5039,0
5040,0
5041,1
5042,1
5043,0
5044,0
5045,1
5046,1
5047,1
5048,0
5049,0
5050,0
5051,1
5052,1
5053,0
5054,0
5055,1
5056,0
5057,0
5058,1
5059,0
5060,0
5061,1
5062,1
5063,0
5064,1
5065,1
5066,0
5067,0
5068,0
5069,1
5070,1
5071,0
5072,1
5073,1
5074,0
5075,0
5076,1
5077,1
5078,1
5079,0
5080,0
5081,0
5082,1
5083,0
5084,0
5085,0
5086,1
5087,1
5088,1
5089,0
5090,1
5091,0
5092,0
5093,1
5094,1
5095,0
5096,1
5097,1
5098,0
5099,0
5100,1
5101,0
5102,1
5103,1
5104,1
5105,1
5106,0
5107,1
5108,1
5109,1
5110,0
5111,1
5112,1
5113,1
5114,0
5115,1
5116,1
5117,1
5118,1
5119,0
5120,1
5121,0
5122,1
5123,1
5124,1
5125,0
5126,0
5127,0
5128,0
5129,0
5130,0
5131,1
5132,0
5133,1
5134,1
5135,0
5136,0
5137,0
5138,0
5139,1
5140,1
5141,0
5142,0
5143,0
5144,0
5145,1
5146,1
5147,1
5148,0
5149,1
5150,1
5151,0
5152,1
5153,1
5154,1
5155,0
5156,0
5157,1
5158,1
5159,1
5160,0
5161,1
5162,1
5163,1
5164,0
5165,1
5166,1
5167,0
5168,0
5169,0
5170,0
5171,0
5172,1
5173,0
5174,0
5175,0
5176,0
5177,0
5178,0
5179,0
5180,0
5181,0
5182,0
5183,0
5184,1
5185,1
5186,1
5187,1
5188,0
5189,1
5190,0
5191,0
5192,0
5193,1
5194,1
5195,1
5196,0
5197,1
5198,1
5199,1
5200,1
5201,1
5202,0
5203,1
5204,0
5205,1
5206,0
5207,1
5208,1
5209,0
5210,1
5211,1
5212,1
5213,1
5214,0
5215,0
5216,1
5217,0
5218,0
5219,1
5220,0
5221,1
5222,0
5223,1
5224,1
5225,1
5226,1
5227,1
5228,1
5229,0
5230,0
5231,1
5232,0
5233,0
5234,0
5235,1
5236,0
5237,1
5238,0
5239,1
5240,1
5241,1
5242,1
5243,0
5244,1
5245,0
5246,1
5247,1
5248,1
5249,0
5250,1
5251,1
5252,1
5253,1
5254,0
5255,0
5256,1
5257,1
5258,1
5259,1
5260,1
5261,1
5262,0
5263,0
5264,0
5265,1
5266,0
5267,1
5268,0
5269,1
5270,1
5271,1
5272,1
5273,1
5274,0
5275,1
5276,0
5277,0
5278,0
5279,0
5280,1
5281,1
5282,0
5283,1
5284,1
5285,1
5286,1
5287,1
5288,0
5289,1
5290,0
5291,1
5292,1
5293,0
5294,1
5295,0
5296,0
5297,0
5298,0
5299,1
5300,1
5301,1
5302,1
5303,1
5304,1
5305,0
5306,1
5307,0
5308,1
5309,1
5310,1
5311,0
5312,1
5313,1
5314,1
5315,1
5316,0
5317,1
5318,1
5319,0
5320,1
5321,0
5322,1
5323,0
5324,1
5325,0
5326,1
5327,1
5328,0
5329,1
5330,1
5331,0
5332,1
5333,0
5334,1
5335,0
5336,1
5337,0
5338,1
5339,0
5340,1
5341,0
5342,1
5343,0
5344,0
5345,1
5346,1
5347,1
5348,1
5349,1
5350,1
5351,0
5352,0
5353,1
5354,0
5355,1
5356,1
5357,0
5358,1
5359,1
5360,1
5361,0
5362,0
5363,1
5364,0
5365,1
5366,0
5367,1
5368,1
5369,1
5370,1
5371,0
5372,1
5373,0
5374,0
5375,0
5376,0
5377,1
5378,1
5379,1
5380,1
5381,0
5382,1
5383,1
5384,1
5385,1
5386,1
5387,1
5388,0
5389,1
5390,0
5391,1
5392,0
5393,1
5394,0
5395,0
5396,0
5397,1
5398,0
5399,0
5400,0
5401,1
5402,0
5403,1
5404,0
5405,1
5406,0
5407,0
5408,1
5409,0
5410,0
5411,1
5412,0
5413,0
5414,1
5415,1
5416,1
5417,1
5418,1
5419,1
5420,0
5421,0
5422,1
5423,1
5424,1
5425,1
5426,0
5427,1
5428,0
5429,1
5430,1
5431,1
5432,0
5433,0
5434,0
5435,0
5436,1
5437,0
5438,1
5439,1
5440,1
5441,1
5442,1
5443,1
5444,0
5445,1
5446,0
5447,0
5448,1
5449,1
5450,0
5451,1
5452,1
5453,0
5454,0
5455,0
5456,0
5457,1
5458,1
5459,0
5460,0
5461,1
5462,1
5463,1
5464,0
5465,0
5466,0
5467,0
5468,0
5469,1
5470,1
5471,1
5472,0
5473,1
5474,0
5475,0
5476,1
5477,0
5478,0
5479,0
5480,0
5481,0
5482,1
5483,0
5484,1
5485,1
5486,1
5487,1
5488,0
5489,0
5490,1
5491,1
5492,1
5493,1
5494,0
5495,1
5496,0
5497,0
5498,1
5499,1
5500,1
5501,1
5502,1
5503,1
5504,1
5505,1
5506,0
5507,0
5508,1
5509,0
5510,1
5511,0
5512,1
5513,1
5514,1
5515,1
5516,0
5517,0
5518,1
5519,1
5520,1
5521,1
5522,1
5523,0
5524,0
5525,1
5526,1
5527,1
5528,0
5529,0
5530,0
5531,0
5532,1
5533,1
5534,0
5535,0
5536,0
5537,0
5538,0
5539,0
5540,1
5541,0
5542,1
5543,1
5544,1
5545,0
5546,1
5547,1
5548,1
5549,0
5550,0
5551,0
5552,1
5553,1
5554,1
5555,1
5556,1
5557,0
5558,1
5559,0
5560,0
5561,0
5562,1
5563,1
5564,1
5565,1
5566,0
5567,1
5568,1
5569,0
5570,1
5571,1
5572,1
5573,1
5574,1
5575,1
5576,1
5577,1
5578,0
5579,1
5580,1
5581,1
5582,0
5583,1
5584,1
5585,1
5586,1
5587,0
5588,1
5589,1
5590,0
5591,0
5592,1
5593,0
5594,1
5595,1
5596,0
5597,1
5598,1
5599,1
5600,1
5601,1
5602,1
5603,1
5604,1
5605,0
5606,0
5607,1
5608,1
5609,1
5610,1
5611,1
5612,1
5613,0
5614,1
5615,0
5616,1
5617,0
5618,1
5619,1
5620,1
5621,0
5622,1
5623,1
5624,0
5625,1
5626,0
5627,1
5628,0
5629,1
5630,0
5631,1
5632,0
5633,0
5634,0
5635,1
5636,0
5637,1
5638,1
5639,0
5640,0
5641,1
5642,1
5643,0
5644,0
5645,1
5646,1
5647,1
5648,0
5649,1
5650,1
5651,1
5652,1
5653,0
5654,0
5655,0
5656,1
5657,1
5658,1
5659,1
5660,0
5661,0
5662,0
5663,1
5664,1
5665,1
5666,0
5667,1
5668,0
5669,1
5670,1
5671,0
5672,0
5673,1
5674,0
5675,1
5676,1
5677,1
5678,1
5679,1
5680,0
5681,0
5682,1
5683,0
5684,0
5685,0
5686,1
5687,0
5688,0
5689,1
5690,0
5691,1
5692,1
5693,0
5694,1
5695,1
5696,0
5697,1
5698,0
5699,0
5700,1
5701,1
5702,1
5703,0
5704,0
5705,1
5706,0
5707,1
5708,1
5709,0
5710,0
5711,1
5712,0
5713,0
5714,1
5715,1
5716,1
5717,0
5718,0
5719,1
5720,0
5721,0
5722,0
5723,0
5724,0
5725,0
5726,1
5727,0
5728,0
5729,0
5730,1
5731,0
5732,1
5733,0
5734,0
5735,1
5736,1
5737,1
5738,0
5739,0
5740,1
5741,1
5742,0
5743,0
5744,1
5745,1
5746,1
5747,0
5748,0
5749,1
5750,1
5751,0
5752,1
5753,0
5754,1
5755,0
5756,1
5757,0
5758,0
5759,1
5760,0
5761,1
5762,1
5763,1
5764,1
5765,1
5766,1
5767,1
5768,0
5769,0
5770,1
5771,0
5772,1
5773,0
5774,1
5775,1
5776,1
5777,0
5778,0
5779,1
5780,1
5781,0
5782,1
5783,1
5784,0
5785,1
5786,1
5787,1
5788,1
5789,0
5790,0
5791,1
5792,1
5793,1
5794,1
5795,0
5796,0
